# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
61            	smoothSolver	2.924720e-04	1.856290e-05	4	4.049080e-03	2.756000e-04	2	false	GAMG	9.833750e-03	4.201500e-04	2	true
62            	smoothSolver	2.864360e-04	1.281420e-05	4	3.589110e-03	2.499440e-04	2	false	GAMG	9.362610e-03	4.491480e-04	2	true
63            	smoothSolver	2.359190e-04	1.448120e-05	4	3.550780e-03	2.455960e-04	2	false	GAMG	9.752610e-03	3.987440e-04	2	true
64            	smoothSolver	2.408560e-04	1.075250e-05	4	3.233140e-03	2.295990e-04	2	false	GAMG	9.290940e-03	4.165630e-04	2	true
65            	smoothSolver	1.898340e-04	1.113690e-05	4	3.148320e-03	2.226010e-04	2	false	GAMG	9.692650e-03	3.880240e-04	2	true
66            	smoothSolver	2.140760e-04	1.009530e-05	4	2.962040e-03	2.164950e-04	2	false	GAMG	9.241150e-03	3.912710e-04	2	true
67            	smoothSolver	1.747550e-04	8.890810e-06	4	2.825090e-03	2.058740e-04	2	false	GAMG	9.650530e-03	3.827260e-04	2	true
68            	smoothSolver	2.070270e-04	1.061800e-05	4	2.744430e-03	2.026860e-04	2	false	GAMG	9.117220e-03	3.491070e-04	2	true
69            	smoothSolver	1.887770e-04	8.497240e-06	4	2.570540e-03	1.859490e-04	2	false	GAMG	9.528920e-03	3.676020e-04	2	true
70            	smoothSolver	2.621950e-04	1.287940e-05	4	2.626980e-03	2.086220e-04	2	false	GAMG	9.444370e-03	3.925760e-04	2	true
71            	smoothSolver	2.229750e-04	9.411650e-06	4	2.460120e-03	2.037030e-04	2	false	GAMG	9.649460e-03	3.753540e-04	2	true
72            	smoothSolver	2.931780e-04	1.470510e-05	4	2.542270e-03	2.267370e-04	2	false	GAMG	9.162640e-03	3.723850e-04	2	true
73            	smoothSolver	2.541000e-04	1.098010e-05	4	2.263900e-03	1.958590e-04	2	false	GAMG	9.677140e-03	4.005080e-04	2	true
74            	smoothSolver	3.259830e-04	1.594160e-05	4	2.415060e-03	2.202280e-04	2	false	GAMG	9.160230e-03	3.888730e-04	2	true
75            	smoothSolver	2.815770e-04	1.237210e-05	4	2.127650e-03	1.873760e-04	2	false	GAMG	9.657070e-03	4.299400e-04	2	true
76            	smoothSolver	3.565420e-04	1.632930e-05	4	2.305580e-03	2.129690e-04	2	false	GAMG	9.108480e-03	4.057870e-04	2	true
77            	smoothSolver	2.941690e-04	1.266270e-05	4	2.047370e-03	1.916130e-04	2	false	GAMG	9.588010e-03	4.386980e-04	2	true
78            	smoothSolver	3.609610e-04	1.564800e-05	4	2.198940e-03	2.049020e-04	2	false	GAMG	9.049870e-03	4.052430e-04	2	true
79            	smoothSolver	2.852650e-04	1.184600e-05	4	1.965190e-03	1.865960e-04	2	false	GAMG	9.511890e-03	4.266120e-04	2	true
80            	smoothSolver	3.424510e-04	1.417950e-05	4	2.100430e-03	1.954650e-04	2	false	GAMG	8.998940e-03	3.922350e-04	2	true
81            	smoothSolver	2.628710e-04	1.043210e-05	4	1.898650e-03	1.790580e-04	2	false	GAMG	9.448940e-03	4.040290e-04	2	true
